"V1","V2","V3"
"Kasigluk","2006","Primary"
"Kipnuk","2006","Primary"
"Kongiganak","2006","Primary"
"Kwethluk","2006","Primary"
"Kwigillongok","2006","Primary"
"Lower Kalskag","2006","Primary"
"Mekoryuk","2006","Primary"
"Napakiak","2006","Primary"
"Napaskiak","2006","Primary"
"Newtok","2006","Primary"
"Nightmute","2006","Primary"
"Nunapitchuk","2006","Primary"
"Quinhagak","2006","Primary"
"Toksook Bay","2006","Primary"
"Tuluksak","2006","Primary"
"Tuntutuliak","2006","Primary"
"Tununak","2006","Primary"
"Alakanuk","2006","Primary"
"Brevig Mission","2006","Primary"
"Chevak","2006","Primary"
"Diomede","2006","Primary"
"Elim","2006","Primary"
"Emmonak","2006","Primary"
"Gambell","2006","Primary"
"Golovin","2006","Primary"
"Hooper Bay","2006","Primary"
"Kotlik","2006","Primary"
"Koyuk","2006","Primary"
"Mountain Village","2006","Primary"
"Nome No. 1","2006","Primary"
"Nome No. 2","2006","Primary"
"Nunam Iqua","2006","Primary"
"Pilot Station","2006","Primary"
"Pitkas Point","2006","Primary"
"Savoonga","2006","Primary"
"Scammon Bay","2006","Primary"
"Shaktoolik","2006","Primary"
"St. Mary's","2006","Primary"
"St. Michael","2006","Primary"
"Stebbins","2006","Primary"
"Teller","2006","Primary"
"Unalakleet","2006","Primary"
"Wales","2006","Primary"
"White Mountain","2006","Primary"
"Ambler","2006","Primary"
"Anaktuvuk Pass","2006","Primary"
"Atqasuk","2006","Primary"
"Barrow","2006","Primary"
"Browerville","2006","Primary"
"Buckland","2006","Primary"
"Deering","2006","Primary"
"Kaktovik","2006","Primary"
"Kiana","2006","Primary"
"Kivalina","2006","Primary"
"Kobuk","2006","Primary"
"Kotzebue","2006","Primary"
"Noatak","2006","Primary"
"Noorvik","2006","Primary"
"Nuiqsut","2006","Primary"
"Point Hope","2006","Primary"
"Point Lay","2006","Primary"
"Selawik","2006","Primary"
"Shishmaref","2006","Primary"
"Shungnak","2006","Primary"
"Wainwright","2006","Primary"
"District 1 - Absentee","2006","Primary"
"District 2 - Absentee","2006","Primary"
"District 3 - Absentee","2006","Primary"
"District 4 - Absentee","2006","Primary"
"District 5 - Absentee","2006","Primary"
"District 6 - Absentee","2006","Primary"
"District 7 - Absentee","2006","Primary"
"District 8 - Absentee","2006","Primary"
"District 9 - Absentee","2006","Primary"
"District 10 - Absentee","2006","Primary"
"District 11 - Absentee","2006","Primary"
"District 12 - Absentee","2006","Primary"
"District 13 - Absentee","2006","Primary"
"District 14 - Absentee","2006","Primary"
"District 15 - Absentee","2006","Primary"
"District 16 - Absentee","2006","Primary"
"District 17 - Absentee","2006","Primary"
"District 18 - Absentee","2006","Primary"
"District 19 - Absentee","2006","Primary"
"District 20 - Absentee","2006","Primary"
"District 21 - Absentee","2006","Primary"
"District 22 - Absentee","2006","Primary"
"District 23 - Absentee","2006","Primary"
"District 24 - Absentee","2006","Primary"
"District 25 - Absentee","2006","Primary"
"District 26 - Absentee","2006","Primary"
"District 27 - Absentee","2006","Primary"
"District 28 - Absentee","2006","Primary"
"District 29 - Absentee","2006","Primary"
"District 30 - Absentee","2006","Primary"
"District 31 - Absentee","2006","Primary"
"District 32 - Absentee","2006","Primary"
"District 33 - Absentee","2006","Primary"
"District 34 - Absentee","2006","Primary"
"District 35 - Absentee","2006","Primary"
"District 36 - Absentee","2006","Primary"
"District 37 - Absentee","2006","Primary"
"District 38 - Absentee","2006","Primary"
"District 39 - Absentee","2006","Primary"
"District 40 - Absentee","2006","Primary"
"District 1 - Question","2006","Primary"
"District 2 - Question","2006","Primary"
"District 3 - Question","2006","Primary"
"District 4 - Question","2006","Primary"
"District 5 - Question","2006","Primary"
"District 6 - Question","2006","Primary"
"District 7 - Question","2006","Primary"
"District 8 - Question","2006","Primary"
"District 9 - Question","2006","Primary"
"District 10 - Question","2006","Primary"
"District 11 - Question","2006","Primary"
"District 12 - Question","2006","Primary"
"District 13 - Question","2006","Primary"
"District 14 - Question","2006","Primary"
"District 15 - Question","2006","Primary"
"District 16 - Question","2006","Primary"
"District 17 - Question","2006","Primary"
"District 18 - Question","2006","Primary"
"District 19 - Question","2006","Primary"
"District 20 - Question","2006","Primary"
"District 21 - Question","2006","Primary"
"District 22 - Question","2006","Primary"
"District 23 - Question","2006","Primary"
"District 24 - Question","2006","Primary"
"District 25 - Question","2006","Primary"
"District 26 - Question","2006","Primary"
"District 27 - Question","2006","Primary"
"District 28 - Question","2006","Primary"
"District 29 - Question","2006","Primary"
"District 30 - Question","2006","Primary"
"District 31 - Question","2006","Primary"
"District 32 - Question","2006","Primary"
"District 33 - Question","2006","Primary"
"District 34 - Question","2006","Primary"
"District 35 - Question","2006","Primary"
"District 36 - Question","2006","Primary"
"District 37 - Question","2006","Primary"
"District 38 - Question","2006","Primary"
"District 39 - Question","2006","Primary"
"District 40 - Question","2006","Primary"
"District 1 - Early Voting","2006","Primary"
"District 2 - Early Voting","2006","Primary"
"District 3 - Early Voting","2006","Primary"
"District 4 - Early Voting","2006","Primary"
"District 5 - Early Voting","2006","Primary"
"District 6 - Early Voting","2006","Primary"
"District 7 - Early Voting","2006","Primary"
"District 8 - Early Voting","2006","Primary"
"District 9 - Early Voting","2006","Primary"
"District 10 - Early Voting","2006","Primary"
"District 11 - Early Voting","2006","Primary"
"District 12 - Early Voting","2006","Primary"
"District 13 - Early Voting","2006","Primary"
"District 14 - Early Voting","2006","Primary"
"District 15 - Early Voting","2006","Primary"
"District 16 - Early Voting","2006","Primary"
"District 17 - Early Voting","2006","Primary"
"District 18 - Early Voting","2006","Primary"
"District 19 - Early Voting","2006","Primary"
"District 20 - Early Voting","2006","Primary"
"District 21 - Early Voting","2006","Primary"
"District 22 - Early Voting","2006","Primary"
"District 23 - Early Voting","2006","Primary"
"District 24 - Early Voting","2006","Primary"
"District 25 - Early Voting","2006","Primary"
"District 26 - Early Voting","2006","Primary"
"District 27 - Early Voting","2006","Primary"
"District 28 - Early Voting","2006","Primary"
"District 29 - Early Voting","2006","Primary"
"District 30 - Early Voting","2006","Primary"
"District 31 - Early Voting","2006","Primary"
"District 32 - Early Voting","2006","Primary"
"District 33 - Early Voting","2006","Primary"
"District 34 - Early Voting ","2006","Primary"
"District 35 - Early Voting","2006","Primary"
"District 36 - Early Voting","2006","Primary"
"District 37 - Early Voting","2006","Primary"
"District 38 - Early Voting","2006","Primary"
"District 39 - Early Voting","2006","Primary"
"District 40 - Early Voting","2006","Primary"
"Ketchikan No. 1","2008","General"
"Ketchikan No. 2","2008","General"
"Ketchikan No. 3","2008","General"
"North Tongass No. 1","2008","General"
"North Tongass No. 2","2008","General"
"Saxman","2008","General"
"South Tongass","2008","General"
"Thorne Bay","2008","General"
"Coffman Cove","2008","General"
"Sitka No. 1","2008","General"
"Sitka No. 2","2008","General"
"Halibut Point","2008","General"
"Sawmill Creek","2008","General"
"Petersburg/Kupreanof","2008","General"
"Wrangell","2008","General"
"Pelican/Elfin Cove","2008","General"
"Port Alexander","2008","General"
"Douglas","2008","General"
"Juneau No. 1","2008","General"
"Juneau No. 2","2008","General"
"Juneau No. 3","2008","General"
"Juneau No. 4","2008","General"
"Juneau Airport Area","2008","General"
"Lemon Creek","2008","General"
"North Douglas","2008","General"
"Salmon Creek","2008","General"
"Switzer Creek","2008","General"
"Mendenhall Valley No. 1","2008","General"
"Mendenhall Valley No. 2","2008","General"
"Mendenhall Valley No. 3","2008","General"
"Mendenhall Valley No. 4","2008","General"
"Auke Bay/Fritz Cove","2008","General"
"Lynn Canal","2008","General"
"Angoon","2008","General"
"Cordova","2008","General"
"Craig","2008","General"
"Gustavus","2008","General"
"Haines No. 1","2008","General"
"Haines Highway","2008","General"
"Hoonah","2008","General"
"Hydaburg","2008","General"
"Kake","2008","General"
"Kasaan","2008","General"
"Klawock","2008","General"
"Klukwan","2008","General"
"Metlakatla","2008","General"
"Skagway","2008","General"
"Tatitlek","2008","General"
"Tenakee","2008","General"
"Yakutat","2008","General"
"Allakaket","2008","General"
"Aniak","2008","General"
"Anvik","2008","General"
"Arctic Village","2008","General"
"Beaver","2008","General"
"Bettles","2008","General"
"Central","2008","General"
"Chistochina","2008","General"
"Chuathbaluk","2008","General"
"Circle","2008","General"
"Copper Center","2008","General"
"Crooked Creek","2008","General"
"Deltana","2008","General"
"Dot Lake","2008","General"
"Eagle","2008","General"
"Fort Yukon","2008","General"
"Gakona","2008","General"
"Galena","2008","General"
"Grayling","2008","General"
"Holy Cross","2008","General"
"Hughes","2008","General"
"Huslia","2008","General"
"Kaltag","2008","General"
"Kenny Lake","2008","General"
"Koyukuk","2008","General"
"Manley Hot Springs","2008","General"
"Marshall","2008","General"
"McGrath","2008","General"
"Mentasta","2008","General"
"Minto","2008","General"
"Nenana","2008","General"
"Nikolai","2008","General"
"Northway","2008","General"
"Nulato","2008","General"
"Ruby","2008","General"
"Russian Mission","2008","General"
"Shageluk","2008","General"
"Sleetmute","2008","General"
"Stevens Village","2008","General"
"Takotna","2008","General"
"Tanacross","2008","General"
"Tanana","2008","General"
"Tetlin","2008","General"
"Tok","2008","General"
"Tyonek","2008","General"
"Venetie","2008","General"
"Chatanika","2008","General"
"Farmers Loop","2008","General"
"Fox","2008","General"
"Goldstream No. 1","2008","General"
"Shanly","2008","General"
"Steele Creek/Gilmore","2008","General"
"Steese East","2008","General"
"Steese West","2008","General"
"Two Rivers","2008","General"
"Anderson","2008","General"
"Cantwell","2008","General"
"Chena","2008","General"
"Clear","2008","General"
"Denali Park","2008","General"
"Ester","2008","General"
"Geist","2008","General"
"Goldstream No. 2","2008","General"
"Healy","2008","General"
"Pike","2008","General"
"University Campus","2008","General"
"University Hills","2008","General"
"University West","2008","General"
"Airport","2008","General"
"Aurora","2008","General"
"Fairbanks No. 1","2008","General"
"Fairbanks No. 3","2008","General"
"Fairbanks No. 4","2008","General"
"Fairbanks No. 5","2008","General"
"Fairbanks No. 6","2008","General"
"Fairbanks No. 7","2008","General"
"Fairbanks No. 10","2008","General"
"Fairbanks No. 2","2008","General"
"Fairbanks No. 8","2008","General"
"Fairbanks No. 9","2008","General"
"Fort Wainwright","2008","General"
"Lakeview","2008","General"
"Badger No. 1","2008","General"
"Badger No. 2","2008","General"
"Chena Lakes","2008","General"
"Moose Creek","2008","General"
"Newby","2008","General"
"North Pole","2008","General"
"Plack","2008","General"
"Richardson","2008","General"
"Big Delta","2008","General"
"Delta Junction","2008","General"
"Eielson","2008","General"
"Farm Loop","2008","General"
"Glennallen","2008","General"
"Salcha","2008","General"
"Sheep Mountain","2008","General"
"Sutton","2008","General"
"Valdez No. 1","2008","General"
"Valdez No. 2","2008","General"
"Valdez No. 3","2008","General"
"Fishhook","2008","General"
"Greater Palmer","2008","General"
"Lakes","2008","General"
"Mat-Su Campus","2008","General"
NA,"2008","General"
"Palmer Fishhook","2008","General"
"Pioneer Peak","2008","General"
"Trunk","2008","General"
"Walby Lake","2008","General"
"Kings Lake","2008","General"
"Knik","2008","General"
"Schrock","2008","General"
"Seward Meridian","2008","General"
"Wasilla Lake","2008","General"
"Wasilla No. 1","2008","General"
"Wasilla No. 2","2008","General"
"Big Lake","2008","General"
"Knik Goose Bay","2008","General"
"Meadow Lakes No. 1","2008","General"
"Meadow Lakes No. 2","2008","General"
"Susitna","2008","General"
"Talkeetna","2008","General"
"Trapper Creek","2008","General"
"Willow","2008","General"
"Butte","2008","General"
"Eklutna","2008","General"
"Fairview","2008","General"
"Lazy Mountain","2008","General"
"Peters Creek No. 1","2008","General"
"Peters Creek No. 2","2008","General"
"Snowshoe","2008","General"
"Springer Loop","2008","General"
"Chugach Park No. 3","2008","General"
"Dntn Eagle River No. 1","2008","General"
"Dntn Eagle River No. 2","2008","General"
"Eagle River No. 1","2008","General"
"Eagle River No. 2","2008","General"
"Meadow Creek No. 1","2008","General"
"Meadow Creek No. 2","2008","General"
"Elmendorf","2008","General"
"Fire Lake","2008","General"
"Fort Richardson","2008","General"
"Government Hill No. 2","2008","General"
"North Muldoon","2008","General"
"Cheney Lake","2008","General"
"Creekside Park","2008","General"
"Muldoon No. 1","2008","General"
"Muldoon No. 2","2008","General"
"Muldoon No. 3","2008","General"
"Muldoon No. 4","2008","General"
"Nunaka Valley","2008","General"
"Northeast Anchorage","2008","General"
"North Mtn View No. 1","2008","General"
"North Mtn View No. 2","2008","General"
"South Mtn View No. 1","2008","General"
"Wonder Park","2008","General"
"Baxter","2008","General"
"Chester Valley","2008","General"
"Chugach Foot Hills No. 1","2008","General"
"Chugach Foot Hills No. 2","2008","General"
"Reflection Lake","2008","General"
"Scenic Park","2008","General"
"Airport Heights No. 1","2008","General"
"Airport Heights No. 2","2008","General"
"College Gate","2008","General"
"East Anchorage","2008","General"
"Russian Jack","2008","General"
"South Mtn View No. 2","2008","General"
"University No 1","2008","General"
"University No 2","2008","General"
"Downtown Anchorage No. 1","2008","General"
"Downtown Anchorage No. 2","2008","General"
"Downtown Anchorage No. 3","2008","General"
"Downtown Anchorage No. 4","2008","General"
"Fireweed","2008","General"
"Government Hill No. 1","2008","General"
"Merrill Field","2008","General"
"Rogers Park","2008","General"
"East Dowling","2008","General"
"Far North Bicentennial","2008","General"
"Midtown No. 1","2008","General"
"Midtown No. 2","2008","General"
"Midtown No. 3","2008","General"
"Taku","2008","General"
"Tudor","2008","General"
"Arctic","2008","General"
"Conners Lake","2008","General"
"Northwood","2008","General"
"Spenard No. 1","2008","General"
"Spenard No. 2","2008","General"
"Spenard No. 3","2008","General"
"Westchester No. 1","2008","General"
"Willowcrest No. 1","2008","General"
"Willowcrest No. 2","2008","General"
"Inlet View No. 1","2008","General"
"Inlet View No. 2","2008","General"
"Lake Hood","2008","General"
"Lake Spenard","2008","General"
"Turnagain No. 1","2008","General"
"Turnagain No. 2","2008","General"
"Turnagain No. 3","2008","General"
"Turnagain No. 4","2008","General"
"Westchester No. 2","2008","General"
"Dimond No. 1","2008","General"
"Jewel Lake No 1","2008","General"
"Kincaid","2008","General"
"Sand Lake No. 1","2008","General"
"Sand Lake No. 2","2008","General"
"Sand Lake No. 3","2008","General"
"Bayshore","2008","General"
"Campbell Lake","2008","General"
"Jewel Lake No. 2","2008","General"
"Klatt No. 1","2008","General"
"Oceanview No. 1","2008","General"
"Southport","2008","General"
"Campbell Creek No. 1","2008","General"
"Campbell Creek No. 2","2008","General"
"Campbell Creek No. 3","2008","General"
"Dimond No. 2","2008","General"
"Dimond No. 3","2008","General"
